"num","site","name","zone_en","lat","long","campaign","classe_age","batch","date","date_jj","mean_CM","mean_mass"
"11","AGNAS","Banc d'Agnas","Pertuis d’Antioche/Bay of Marennes-Oléron ",45.86854,-1.172305,"1999","J1","1999_J1_CAPT_2n_AR",1999-03-02,60,  NA,30.32
"11","AGNAS","Banc d'Agnas","Pertuis d’Antioche/Bay of Marennes-Oléron ",45.86854,-1.172305,"2001","J1","2001_J1_CAPT_2n_AR",2001-09-17,259,0.097,49.43
"11","AGNAS","Banc d'Agnas","Pertuis d’Antioche/Bay of Marennes-Oléron ",45.86854,-1.172305,"2003","N0","2003_N0_CAPT_2n_AR",2003-02-27,57,  NA,2.54
"11","AGNAS","Banc d'Agnas","Pertuis d’Antioche/Bay of Marennes-Oléron ",45.86854,-1.172305,"2003","N0","2003_N0_CAPT_2n_AR",2003-06-16,166,0.035,3.83
"11","AGNAS","Banc d'Agnas","Pertuis d’Antioche/Bay of Marennes-Oléron ",45.86854,-1.172305,"2015","N0","2015_N0_ECLO_2n_E4",2015-07-01,181,0.579,9.39
"11","AGNAS","Banc d'Agnas","Pertuis d’Antioche/Bay of Marennes-Oléron ",45.86854,-1.172305,"2015","N0","2015_N0_ECLO_2n_E4",2015-05-19,138,0.511,2.74
"11","AGNAS","Banc d'Agnas","Pertuis d’Antioche/Bay of Marennes-Oléron ",45.86854,-1.172305,"2015","N0","2015_N0_ECLO_2n_E4",2015-05-05,124,0.014,1.84
"11","AGNAS","Banc d'Agnas","Pertuis d’Antioche/Bay of Marennes-Oléron ",45.86854,-1.172305,"2015","N0","2015_N0_ECLO_2n_E4",2015-06-02,152,0.569,4.08
"11","AGNAS","Banc d'Agnas","Pertuis d’Antioche/Bay of Marennes-Oléron ",45.86854,-1.172305,"2001","J1","2001_J1_CAPT_2n_AR",2001-11-23,326,0.103,52.62
"11","AGNAS","Banc d'Agnas","Pertuis d’Antioche/Bay of Marennes-Oléron ",45.86854,-1.172305,"2015","N0","2015_N0_ECLO_2n_E4",2015-04-03,92,0.014,0.74
"11","AGNAS","Banc d'Agnas","Pertuis d’Antioche/Bay of Marennes-Oléron ",45.86854,-1.172305,"2015","J1","2015_J1_ECLO_2n_E4",2015-10-29,301,0.113,61.03
"11","AGNAS","Banc d'Agnas","Pertuis d’Antioche/Bay of Marennes-Oléron ",45.86854,-1.172305,"2001","J1","2001_J1_CAPT_2n_AR",2001-03-07,65,  NA,30.79
"11","AGNAS","Banc d'Agnas","Pertuis d’Antioche/Bay of Marennes-Oléron ",45.86854,-1.172305,"2001","J1","2001_J1_CAPT_2n_AR",2001-06-05,155,0.054,34.30
"11","AGNAS","Banc d'Agnas","Pertuis d’Antioche/Bay of Marennes-Oléron ",45.86854,-1.172305,"2015","N0","2015_N0_ECLO_2n_E4",2015-06-18,168,0.571,5.38
"11","AGNAS","Banc d'Agnas","Pertuis d’Antioche/Bay of Marennes-Oléron ",45.86854,-1.172305,"2017","J1","2017_J1_ECLO_2n_E4",2017-04-10,99,0.007,44.56
"11","AGNAS","Banc d'Agnas","Pertuis d’Antioche/Bay of Marennes-Oléron ",45.86854,-1.172305,"2011","N0","2011_N0_CAPT_2n_AR",2011-10-26,298,0.815,27.12
"11","AGNAS","Banc d'Agnas","Pertuis d’Antioche/Bay of Marennes-Oléron ",45.86854,-1.172305,"2011","N0","2011_N0_CAPT_2n_AR",2011-07-05,185,0.768,12.19
"11","AGNAS","Banc d'Agnas","Pertuis d’Antioche/Bay of Marennes-Oléron ",45.86854,-1.172305,"2001","J1","2001_J1_CAPT_2n_AR",2001-03-09,67,0.000, NA
"11","AGNAS","Banc d'Agnas","Pertuis d’Antioche/Bay of Marennes-Oléron ",45.86854,-1.172305,"2015","N0","2015_N0_ECLO_2n_E4",2015-03-05,63,0.000,0.44
"11","AGNAS","Banc d'Agnas","Pertuis d’Antioche/Bay of Marennes-Oléron ",45.86854,-1.172305,"2006","J1","2006_J1_CAPT_2n_AR",2006-12-06,339,0.084,42.75
"11","AGNAS","Banc d'Agnas","Pertuis d’Antioche/Bay of Marennes-Oléron ",45.86854,-1.172305,"2015","N0","2015_N0_ECLO_2n_E4",2015-03-19,77,0.003,0.44
"11","AGNAS","Banc d'Agnas","Pertuis d’Antioche/Bay of Marennes-Oléron ",45.86854,-1.172305,"2009","J1","2009_J1_CAPT_2n_AR",2009-12-03,336,0.299,50.41
"11","AGNAS","Banc d'Agnas","Pertuis d’Antioche/Bay of Marennes-Oléron ",45.86854,-1.172305,"2017","N0","2017_N0_ECLO_2n_E4",2017-06-26,176,0.753,9.26
"11","AGNAS","Banc d'Agnas","Pertuis d’Antioche/Bay of Marennes-Oléron ",45.86854,-1.172305,"2015","J1","2015_J1_ECLO_2n_E4",2015-10-01,273,0.113,59.80
"11","AGNAS","Banc d'Agnas","Pertuis d’Antioche/Bay of Marennes-Oléron ",45.86854,-1.172305,"2011","N0","2011_N0_CAPT_2n_AR",2011-08-16,227,0.782,20.82
"11","AGNAS","Banc d'Agnas","Pertuis d’Antioche/Bay of Marennes-Oléron ",45.86854,-1.172305,"2011","N0","2011_N0_CAPT_2n_AR",2011-09-27,269,0.815,25.00
"11","AGNAS","Banc d'Agnas","Pertuis d’Antioche/Bay of Marennes-Oléron ",45.86854,-1.172305,"2009","N0","2009_N0_CAPT_2n_AR",2009-05-27,146,0.111,8.10
"11","AGNAS","Banc d'Agnas","Pertuis d’Antioche/Bay of Marennes-Oléron ",45.86854,-1.172305,"1998","J1","1998_J1_CAPT_2n_AR",1998-09-09,251,0.145,42.76
"11","AGNAS","Banc d'Agnas","Pertuis d’Antioche/Bay of Marennes-Oléron ",45.86854,-1.172305,"1995","N0","1995_N0_CAPT_2n_AR",1995-06-13,163,0.014, NA
"11","AGNAS","Banc d'Agnas","Pertuis d’Antioche/Bay of Marennes-Oléron ",45.86854,-1.172305,"2011","N0","2011_N0_CAPT_2n_AR",2011-08-03,214,0.782,18.67
"11","AGNAS","Banc d'Agnas","Pertuis d’Antioche/Bay of Marennes-Oléron ",45.86854,-1.172305,"2003","N0","2003_N0_CAPT_2n_AR",2003-03-19,77,0.000, NA
"11","AGNAS","Banc d'Agnas","Pertuis d’Antioche/Bay of Marennes-Oléron ",45.86854,-1.172305,"2006","J1","2006_J1_CAPT_2n_AR",2006-03-15,73,0.000, NA
"11","AGNAS","Banc d'Agnas","Pertuis d’Antioche/Bay of Marennes-Oléron ",45.86854,-1.172305,"1998","J1","1998_J1_CAPT_2n_AR",1998-06-23,173,0.126,37.39
"11","AGNAS","Banc d'Agnas","Pertuis d’Antioche/Bay of Marennes-Oléron ",45.86854,-1.172305,"2016","J1","2016_J1_ECLO_2n_E4",2016-03-14,73,0.000,33.44
"11","AGNAS","Banc d'Agnas","Pertuis d’Antioche/Bay of Marennes-Oléron ",45.86854,-1.172305,"2015","N0","2015_N0_ECLO_2n_E4",2015-04-20,109,0.014,1.00
"11","AGNAS","Banc d'Agnas","Pertuis d’Antioche/Bay of Marennes-Oléron ",45.86854,-1.172305,"2012","N0","2012_N0_CAPT_2n_AR",2012-06-05,156,0.672,3.85
"11","AGNAS","Banc d'Agnas","Pertuis d’Antioche/Bay of Marennes-Oléron ",45.86854,-1.172305,"1996","N0","1996_N0_CAPT_2n_AR",1996-06-04,155,  NA,1.84
"11","AGNAS","Banc d'Agnas","Pertuis d’Antioche/Bay of Marennes-Oléron ",45.86854,-1.172305,"2011","N0","2011_N0_CAPT_2n_AR",2011-08-29,240,0.807,21.30
"11","AGNAS","Banc d'Agnas","Pertuis d’Antioche/Bay of Marennes-Oléron ",45.86854,-1.172305,"2017","N0","2017_N0_ECLO_2n_E4",2017-03-28,86,0.000,0.50
"11","AGNAS","Banc d'Agnas","Pertuis d’Antioche/Bay of Marennes-Oléron ",45.86854,-1.172305,"2005","N0","2005_N0_CAPT_2n_AR",2005-09-20,262,0.643,16.44
"11","AGNAS","Banc d'Agnas","Pertuis d’Antioche/Bay of Marennes-Oléron ",45.86854,-1.172305,"2017","N0","2017_N0_ECLO_2n_E4",2017-05-10,129,0.002,1.77
"11","AGNAS","Banc d'Agnas","Pertuis d’Antioche/Bay of Marennes-Oléron ",45.86854,-1.172305,"2011","N0","2011_N0_CAPT_2n_AR",2011-07-19,199,0.775,14.69
"11","AGNAS","Banc d'Agnas","Pertuis d’Antioche/Bay of Marennes-Oléron ",45.86854,-1.172305,"2007","N0","2007_N0_CAPT_2n_AR",2007-03-03,61,  NA,1.07
"11","AGNAS","Banc d'Agnas","Pertuis d’Antioche/Bay of Marennes-Oléron ",45.86854,-1.172305,"2017","N0","2017_N0_ECLO_2n_E4",2017-05-24,143,0.588,2.31
"11","AGNAS","Banc d'Agnas","Pertuis d’Antioche/Bay of Marennes-Oléron ",45.86854,-1.172305,"2009","N0","2009_N0_CAPT_2n_AR",2009-06-23,173,0.218,12.27
"11","AGNAS","Banc d'Agnas","Pertuis d’Antioche/Bay of Marennes-Oléron ",45.86854,-1.172305,"2012","N0","2012_N0_CAPT_2n_AR",2012-06-21,172,0.719,5.49
"11","AGNAS","Banc d'Agnas","Pertuis d’Antioche/Bay of Marennes-Oléron ",45.86854,-1.172305,"2017","J1","2017_J1_ECLO_2n_E4",2017-08-21,232,0.066,50.59
"11","AGNAS","Banc d'Agnas","Pertuis d’Antioche/Bay of Marennes-Oléron ",45.86854,-1.172305,"2011","N0","2011_N0_CAPT_2n_AR",2011-06-16,166,0.754,9.09
"11","AGNAS","Banc d'Agnas","Pertuis d’Antioche/Bay of Marennes-Oléron ",45.86854,-1.172305,"1995","N0","1995_N0_CAPT_2n_AR",1995-09-11,253,0.131, NA
"11","AGNAS","Banc d'Agnas","Pertuis d’Antioche/Bay of Marennes-Oléron ",45.86854,-1.172305,"2007","N0","2007_N0_CAPT_2n_AR",2007-09-11,253,0.377,17.65
"11","AGNAS","Banc d'Agnas","Pertuis d’Antioche/Bay of Marennes-Oléron ",45.86854,-1.172305,"2017","N0","2017_N0_ECLO_2n_E4",2017-06-09,159,0.753,3.62
"11","AGNAS","Banc d'Agnas","Pertuis d’Antioche/Bay of Marennes-Oléron ",45.86854,-1.172305,"1999","J1","1999_J1_CAPT_2n_AR",1999-03-01,59,0.000, NA
"11","AGNAS","Banc d'Agnas","Pertuis d’Antioche/Bay of Marennes-Oléron ",45.86854,-1.172305,"2017","J1","2017_J1_ECLO_2n_E4",2017-03-14,72,0.000,50.30
"11","AGNAS","Banc d'Agnas","Pertuis d’Antioche/Bay of Marennes-Oléron ",45.86854,-1.172305,"2017","J1","2017_J1_ECLO_2n_E4",2017-03-28,86,0.007,43.19
"11","AGNAS","Banc d'Agnas","Pertuis d’Antioche/Bay of Marennes-Oléron ",45.86854,-1.172305,"1998","J1","1998_J1_CAPT_2n_AR",1998-02-26,56,  NA,30.43
"11","AGNAS","Banc d'Agnas","Pertuis d’Antioche/Bay of Marennes-Oléron ",45.86854,-1.172305,"2018","J1","2018_J1_ECLO_2n_E4",2018-03-22,80,0.000,30.23
"11","AGNAS","Banc d'Agnas","Pertuis d’Antioche/Bay of Marennes-Oléron ",45.86854,-1.172305,"1996","N0","1996_N0_CAPT_2n_AR",1996-11-26,330,  NA,16.75
"11","AGNAS","Banc d'Agnas","Pertuis d’Antioche/Bay of Marennes-Oléron ",45.86854,-1.172305,"2018","J1","2018_J1_ECLO_2n_E4",2018-04-18,107,0.007,31.45
"11","AGNAS","Banc d'Agnas","Pertuis d’Antioche/Bay of Marennes-Oléron ",45.86854,-1.172305,"2018","J1","2018_J1_ECLO_2n_E4",2018-12-07,340,0.123,61.17
"11","AGNAS","Banc d'Agnas","Pertuis d’Antioche/Bay of Marennes-Oléron ",45.86854,-1.172305,"2015","J1","2015_J1_ECLO_2n_E4",2015-08-31,242,0.113,61.77
"11","AGNAS","Banc d'Agnas","Pertuis d’Antioche/Bay of Marennes-Oléron ",45.86854,-1.172305,"2015","J1","2015_J1_ECLO_2n_E4",2015-09-15,257,0.113,61.25
"11","AGNAS","Banc d'Agnas","Pertuis d’Antioche/Bay of Marennes-Oléron ",45.86854,-1.172305,"2011","J1","2011_J1_CAPT_2n_AR",2011-06-16,166,0.053,33.66
"11","AGNAS","Banc d'Agnas","Pertuis d’Antioche/Bay of Marennes-Oléron ",45.86854,-1.172305,"1999","J1","1999_J1_CAPT_2n_AR",1999-06-14,164,0.165,35.33
"11","AGNAS","Banc d'Agnas","Pertuis d’Antioche/Bay of Marennes-Oléron ",45.86854,-1.172305,"2012","N0","2012_N0_CAPT_2n_AR",2012-02-21,51,0.000,0.87
"11","AGNAS","Banc d'Agnas","Pertuis d’Antioche/Bay of Marennes-Oléron ",45.86854,-1.172305,"2017","N0","2017_N0_ECLO_2n_E4",2017-04-10,99,0.000,0.63
"11","AGNAS","Banc d'Agnas","Pertuis d’Antioche/Bay of Marennes-Oléron ",45.86854,-1.172305,"2017","N0","2017_N0_ECLO_2n_E4",2017-04-26,115,0.000,1.03
"11","AGNAS","Banc d'Agnas","Pertuis d’Antioche/Bay of Marennes-Oléron ",45.86854,-1.172305,"1998","N0","1998_N0_CAPT_2n_AR",1998-02-23,53,  NA,0.93
"11","AGNAS","Banc d'Agnas","Pertuis d’Antioche/Bay of Marennes-Oléron ",45.86854,-1.172305,"2005","N0","2005_N0_CAPT_2n_AR",2005-12-01,334,0.649,20.37
"11","AGNAS","Banc d'Agnas","Pertuis d’Antioche/Bay of Marennes-Oléron ",45.86854,-1.172305,"2011","N0","2011_N0_CAPT_2n_AR",2011-09-12,254,0.815,25.49
"11","AGNAS","Banc d'Agnas","Pertuis d’Antioche/Bay of Marennes-Oléron ",45.86854,-1.172305,"2006","J1","2006_J1_CAPT_2n_AR",2006-09-11,253,0.078,45.46
"11","AGNAS","Banc d'Agnas","Pertuis d’Antioche/Bay of Marennes-Oléron ",45.86854,-1.172305,"2009","J1","2009_J1_CAPT_2n_AR",2009-09-21,263,0.292,47.59
"11","AGNAS","Banc d'Agnas","Pertuis d’Antioche/Bay of Marennes-Oléron ",45.86854,-1.172305,"2018","J1","2018_J1_ECLO_2n_E4",2018-11-08,311,0.111,61.06
"11","AGNAS","Banc d'Agnas","Pertuis d’Antioche/Bay of Marennes-Oléron ",45.86854,-1.172305,"2017","J1","2017_J1_ECLO_2n_E4",2017-08-10,221,0.059,51.67
"11","AGNAS","Banc d'Agnas","Pertuis d’Antioche/Bay of Marennes-Oléron ",45.86854,-1.172305,"2015","N0","2015_N0_ECLO_2n_E4",2015-10-29,301,0.629,25.32
"11","AGNAS","Banc d'Agnas","Pertuis d’Antioche/Bay of Marennes-Oléron ",45.86854,-1.172305,"1995","N0","1995_N0_CAPT_2n_AR",1995-02-28,58,0.000, NA
"11","AGNAS","Banc d'Agnas","Pertuis d’Antioche/Bay of Marennes-Oléron ",45.86854,-1.172305,"2011","N0","2011_N0_CAPT_2n_AR",2011-11-24,327,0.815,29.22
"11","AGNAS","Banc d'Agnas","Pertuis d’Antioche/Bay of Marennes-Oléron ",45.86854,-1.172305,"2014","N0","2014_N0_CAPT_2n_AR",2014-04-15,104,0.026,1.14
"11","AGNAS","Banc d'Agnas","Pertuis d’Antioche/Bay of Marennes-Oléron ",45.86854,-1.172305,"2018","J1","2018_J1_ECLO_2n_E4",2018-07-13,193,0.076,50.25
"11","AGNAS","Banc d'Agnas","Pertuis d’Antioche/Bay of Marennes-Oléron ",45.86854,-1.172305,"2012","N0","2012_N0_CAPT_2n_AR",2012-05-09,129,0.119,1.43
"11","AGNAS","Banc d'Agnas","Pertuis d’Antioche/Bay of Marennes-Oléron ",45.86854,-1.172305,"2012","N0","2012_N0_CAPT_2n_AR",2012-05-22,142,0.134,1.98
"11","AGNAS","Banc d'Agnas","Pertuis d’Antioche/Bay of Marennes-Oléron ",45.86854,-1.172305,"2003","N0","2003_N0_CAPT_2n_AR",2003-11-24,327,0.372,21.41
"11","AGNAS","Banc d'Agnas","Pertuis d’Antioche/Bay of Marennes-Oléron ",45.86854,-1.172305,"2003","N0","2003_N0_CAPT_2n_AR",2003-09-10,252,0.354,15.26
"11","AGNAS","Banc d'Agnas","Pertuis d’Antioche/Bay of Marennes-Oléron ",45.86854,-1.172305,"2009","N0","2009_N0_CAPT_2n_AR",2009-05-06,125,0.039,5.47
"11","AGNAS","Banc d'Agnas","Pertuis d’Antioche/Bay of Marennes-Oléron ",45.86854,-1.172305,"1999","N0","1999_N0_CAPT_2n_AR",1999-06-14,164,0.130,4.89
"11","AGNAS","Banc d'Agnas","Pertuis d’Antioche/Bay of Marennes-Oléron ",45.86854,-1.172305,"2009","N0","2009_N0_CAPT_2n_AR",2009-06-11,161,0.190,9.66
"11","AGNAS","Banc d'Agnas","Pertuis d’Antioche/Bay of Marennes-Oléron ",45.86854,-1.172305,"1996","N0","1996_N0_CAPT_2n_AR",1996-09-12,255,  NA,13.24
"11","AGNAS","Banc d'Agnas","Pertuis d’Antioche/Bay of Marennes-Oléron ",45.86854,-1.172305,"2006","J1","2006_J1_CAPT_2n_AR",2006-02-24,54,  NA,28.77
"11","AGNAS","Banc d'Agnas","Pertuis d’Antioche/Bay of Marennes-Oléron ",45.86854,-1.172305,"2010","N0","2010_N0_CAPT_2n_AR",2010-04-27,116,0.000, NA
"11","AGNAS","Banc d'Agnas","Pertuis d’Antioche/Bay of Marennes-Oléron ",45.86854,-1.172305,"2018","J1","2018_J1_ECLO_2n_E4",2018-07-30,210,0.083,54.18
"11","AGNAS","Banc d'Agnas","Pertuis d’Antioche/Bay of Marennes-Oléron ",45.86854,-1.172305,"2005","N0","2005_N0_CAPT_2n_AR",2005-03-29,87,0.000, NA
"11","AGNAS","Banc d'Agnas","Pertuis d’Antioche/Bay of Marennes-Oléron ",45.86854,-1.172305,"2017","J1","2017_J1_ECLO_2n_E4",2017-10-09,281,0.077,52.81
"11","AGNAS","Banc d'Agnas","Pertuis d’Antioche/Bay of Marennes-Oléron ",45.86854,-1.172305,"2016","N0","2016_N0_ECLO_2n_E4",2016-07-19,200,0.762,12.97
"11","AGNAS","Banc d'Agnas","Pertuis d’Antioche/Bay of Marennes-Oléron ",45.86854,-1.172305,"2011","J1","2011_J1_CAPT_2n_AR",2011-07-05,185,0.064,36.66
"11","AGNAS","Banc d'Agnas","Pertuis d’Antioche/Bay of Marennes-Oléron ",45.86854,-1.172305,"2010","N0","2010_N0_CAPT_2n_AR",2010-05-25,144,0.003,2.70
"11","AGNAS","Banc d'Agnas","Pertuis d’Antioche/Bay of Marennes-Oléron ",45.86854,-1.172305,"2010","N0","2010_N0_CAPT_2n_AR",2010-06-14,164,0.669,3.84
"11","AGNAS","Banc d'Agnas","Pertuis d’Antioche/Bay of Marennes-Oléron ",45.86854,-1.172305,"2018","J1","2018_J1_ECLO_2n_E4",2018-02-28,58,0.000,28.33
"11","AGNAS","Banc d'Agnas","Pertuis d’Antioche/Bay of Marennes-Oléron ",45.86854,-1.172305,"2005","J1","2005_J1_CAPT_2n_AR",2005-03-07,65,  NA,29.19
"11","AGNAS","Banc d'Agnas","Pertuis d’Antioche/Bay of Marennes-Oléron ",45.86854,-1.172305,"2013","N0","2013_N0_CAPT_2n_AR",2013-05-13,132,0.086,1.68
"11","AGNAS","Banc d'Agnas","Pertuis d’Antioche/Bay of Marennes-Oléron ",45.86854,-1.172305,"2007","N0","2007_N0_CAPT_2n_AR",2007-06-13,163,0.000,4.71
"11","AGNAS","Banc d'Agnas","Pertuis d’Antioche/Bay of Marennes-Oléron ",45.86854,-1.172305,"1999","N0","1999_N0_CAPT_2n_AR",1999-11-23,326,0.496,20.85
"11","AGNAS","Banc d'Agnas","Pertuis d’Antioche/Bay of Marennes-Oléron ",45.86854,-1.172305,"2007","J1","2007_J1_CAPT_2n_AR",2007-11-23,326,0.155,87.14
"11","AGNAS","Banc d'Agnas","Pertuis d’Antioche/Bay of Marennes-Oléron ",45.86854,-1.172305,"2010","N0","2010_N0_CAPT_2n_AR",2010-03-29,87,0.000, NA
"11","AGNAS","Banc d'Agnas","Pertuis d’Antioche/Bay of Marennes-Oléron ",45.86854,-1.172305,"2014","J1","2014_J1_CAPT_2n_AR",2014-12-08,341,0.326,59.31
"11","AGNAS","Banc d'Agnas","Pertuis d’Antioche/Bay of Marennes-Oléron ",45.86854,-1.172305,"2002","J1","2002_J1_CAPT_2n_AR",2002-06-27,177,0.027,39.02
"11","AGNAS","Banc d'Agnas","Pertuis d’Antioche/Bay of Marennes-Oléron ",45.86854,-1.172305,"2005","N0","2005_N0_CAPT_2n_AR",2005-03-04,62,  NA,1.29
"11","AGNAS","Banc d'Agnas","Pertuis d’Antioche/Bay of Marennes-Oléron ",45.86854,-1.172305,"1998","N0","1998_N0_CAPT_2n_AR",1998-12-01,334,0.160,10.92
"11","AGNAS","Banc d'Agnas","Pertuis d’Antioche/Bay of Marennes-Oléron ",45.86854,-1.172305,"2009","J1","2009_J1_CAPT_2n_AR",2009-07-22,202,0.281,38.52
"11","AGNAS","Banc d'Agnas","Pertuis d’Antioche/Bay of Marennes-Oléron ",45.86854,-1.172305,"1998","N0","1998_N0_CAPT_2n_AR",1998-02-24,54,0.000, NA
"11","AGNAS","Banc d'Agnas","Pertuis d’Antioche/Bay of Marennes-Oléron ",45.86854,-1.172305,"2017","N0","2017_N0_ECLO_2n_E4",2017-03-14,72,0.000,0.28
"11","AGNAS","Banc d'Agnas","Pertuis d’Antioche/Bay of Marennes-Oléron ",45.86854,-1.172305,"2006","J1","2006_J1_CAPT_2n_AR",2006-06-14,164,0.058,29.74
"11","AGNAS","Banc d'Agnas","Pertuis d’Antioche/Bay of Marennes-Oléron ",45.86854,-1.172305,"2018","J1","2018_J1_ECLO_2n_E4",2018-09-11,253,0.095,60.24
"11","AGNAS","Banc d'Agnas","Pertuis d’Antioche/Bay of Marennes-Oléron ",45.86854,-1.172305,"2018","J1","2018_J1_ECLO_2n_E4",2018-09-25,267,0.104,59.55
"11","AGNAS","Banc d'Agnas","Pertuis d’Antioche/Bay of Marennes-Oléron ",45.86854,-1.172305,"2009","J1","2009_J1_CAPT_2n_AR",2009-10-20,292,0.299,50.78
"11","AGNAS","Banc d'Agnas","Pertuis d’Antioche/Bay of Marennes-Oléron ",45.86854,-1.172305,"2016","N0","2016_N0_ECLO_2n_E4",2016-03-22,81,0.000,0.54
"11","AGNAS","Banc d'Agnas","Pertuis d’Antioche/Bay of Marennes-Oléron ",45.86854,-1.172305,"2011","N0","2011_N0_CAPT_2n_AR",2011-06-01,151,0.750,5.07
"11","AGNAS","Banc d'Agnas","Pertuis d’Antioche/Bay of Marennes-Oléron ",45.86854,-1.172305,"2011","J1","2011_J1_CAPT_2n_AR",2011-06-01,151,0.034,31.26
"11","AGNAS","Banc d'Agnas","Pertuis d’Antioche/Bay of Marennes-Oléron ",45.86854,-1.172305,"2013","N0","2013_N0_CAPT_2n_AR",2013-10-09,281,0.532, NA
"11","AGNAS","Banc d'Agnas","Pertuis d’Antioche/Bay of Marennes-Oléron ",45.86854,-1.172305,"2013","J1","2013_J1_CAPT_2n_AR",2013-03-27,85,0.017,17.09
"11","AGNAS","Banc d'Agnas","Pertuis d’Antioche/Bay of Marennes-Oléron ",45.86854,-1.172305,"1995","N0","1995_N0_CAPT_2n_AR",1995-11-21,324,0.245, NA
"11","AGNAS","Banc d'Agnas","Pertuis d’Antioche/Bay of Marennes-Oléron ",45.86854,-1.172305,"2009","N0","2009_N0_CAPT_2n_AR",2009-08-06,217,0.252,20.55
"11","AGNAS","Banc d'Agnas","Pertuis d’Antioche/Bay of Marennes-Oléron ",45.86854,-1.172305,"2015","J1","2015_J1_ECLO_2n_E4",2015-11-25,328,0.125,59.69
"11","AGNAS","Banc d'Agnas","Pertuis d’Antioche/Bay of Marennes-Oléron ",45.86854,-1.172305,"2015","J1","2015_J1_ECLO_2n_E4",2015-12-14,347,0.125,62.74
"11","AGNAS","Banc d'Agnas","Pertuis d’Antioche/Bay of Marennes-Oléron ",45.86854,-1.172305,"2015","N0","2015_N0_ECLO_2n_E4",2015-07-16,196,0.602,11.43
"11","AGNAS","Banc d'Agnas","Pertuis d’Antioche/Bay of Marennes-Oléron ",45.86854,-1.172305,"2017","J1","2017_J1_ECLO_2n_E4",2017-04-26,115,0.008,45.56
"11","AGNAS","Banc d'Agnas","Pertuis d’Antioche/Bay of Marennes-Oléron ",45.86854,-1.172305,"2007","N0","2007_N0_CAPT_2n_AR",2007-03-21,79,0.000, NA
"11","AGNAS","Banc d'Agnas","Pertuis d’Antioche/Bay of Marennes-Oléron ",45.86854,-1.172305,"2015","N0","2015_N0_ECLO_2n_E4",2015-10-01,273,0.628,23.66
"11","AGNAS","Banc d'Agnas","Pertuis d’Antioche/Bay of Marennes-Oléron ",45.86854,-1.172305,"2018","J1","2018_J1_ECLO_2n_E4",2018-08-28,239,0.092,58.95
"11","AGNAS","Banc d'Agnas","Pertuis d’Antioche/Bay of Marennes-Oléron ",45.86854,-1.172305,"2015","N0","2015_N0_ECLO_2n_E4",2015-11-25,328,0.629,25.21
"11","AGNAS","Banc d'Agnas","Pertuis d’Antioche/Bay of Marennes-Oléron ",45.86854,-1.172305,"2002","J1","2002_J1_CAPT_2n_AR",2002-09-09,251,0.078,43.37
"11","AGNAS","Banc d'Agnas","Pertuis d’Antioche/Bay of Marennes-Oléron ",45.86854,-1.172305,"2017","J1","2017_J1_ECLO_2n_E4",2017-09-06,248,0.066, NA
"11","AGNAS","Banc d'Agnas","Pertuis d’Antioche/Bay of Marennes-Oléron ",45.86854,-1.172305,"2013","J1","2013_J1_CAPT_2n_AR",2013-09-05,247,0.190,40.89
"11","AGNAS","Banc d'Agnas","Pertuis d’Antioche/Bay of Marennes-Oléron ",45.86854,-1.172305,"2010","N0","2010_N0_CAPT_2n_AR",2010-03-25,83,  NA,0.89
"11","AGNAS","Banc d'Agnas","Pertuis d’Antioche/Bay of Marennes-Oléron ",45.86854,-1.172305,"2005","N0","2005_N0_CAPT_2n_AR",2005-06-22,172,0.494,8.98
"11","AGNAS","Banc d'Agnas","Pertuis d’Antioche/Bay of Marennes-Oléron ",45.86854,-1.172305,"2016","N0","2016_N0_ECLO_2n_E4",2016-08-04,216,0.766,16.57
"11","AGNAS","Banc d'Agnas","Pertuis d’Antioche/Bay of Marennes-Oléron ",45.86854,-1.172305,"2016","N0","2016_N0_ECLO_2n_E4",2016-08-22,234,0.774,19.38
"11","AGNAS","Banc d'Agnas","Pertuis d’Antioche/Bay of Marennes-Oléron ",45.86854,-1.172305,"2014","N0","2014_N0_CAPT_2n_AR",2014-04-28,117,0.029,2.00
"11","AGNAS","Banc d'Agnas","Pertuis d’Antioche/Bay of Marennes-Oléron ",45.86854,-1.172305,"2018","J1","2018_J1_ECLO_2n_E4",2018-04-03,92,0.006,30.76
"11","AGNAS","Banc d'Agnas","Pertuis d’Antioche/Bay of Marennes-Oléron ",45.86854,-1.172305,"2011","J1","2011_J1_CAPT_2n_AR",2011-07-19,199,0.071,39.91
"11","AGNAS","Banc d'Agnas","Pertuis d’Antioche/Bay of Marennes-Oléron ",45.86854,-1.172305,"2005","J1","2005_J1_CAPT_2n_AR",2005-06-22,172,0.036,41.04
"11","AGNAS","Banc d'Agnas","Pertuis d’Antioche/Bay of Marennes-Oléron ",45.86854,-1.172305,"2015","N0","2015_N0_ECLO_2n_E4",2015-08-31,242,0.627,20.25
"11","AGNAS","Banc d'Agnas","Pertuis d’Antioche/Bay of Marennes-Oléron ",45.86854,-1.172305,"2015","J1","2015_J1_ECLO_2n_E4",2015-08-18,229,0.104,61.10
"11","AGNAS","Banc d'Agnas","Pertuis d’Antioche/Bay of Marennes-Oléron ",45.86854,-1.172305,"2018","J1","2018_J1_ECLO_2n_E4",2018-08-10,221,0.085,56.37
